age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend,age_group,income_group,spend_segment
61,121898,3.9,14,5.8,1,2,39,11,14666,135666,5,7,7,7,4,8,2,4,3,1,4,Male,Tier 1,Store,150332,60+,Medium,Standard
30,92711,3.9,8,2.5,2,4,8,7,95130,37414,1,0,6,10,2,5,9,2,7,7,10,Other,Tier 2,Store,132544,18-30,Medium,Standard
39,203213,5.5,11,1.6,8,1,20,16,35111,127099,8,7,1,6,10,9,1,3,4,5,3,Female,Tier 1,Store,162210,31-45,Ultra High,Standard
60,224304,4.1,12,4.8,2,6,8,16,19501,13677,8,9,6,5,7,1,6,2,8,9,7,Male,Tier 3,Store,33178,46-60,Ultra High,Value
54,54023,5.0,8,3.3,1,2,9,18,120690,5285,7,1,1,5,1,4,5,10,4,10,3,Female,Tier 1,Store,125975,46-60,Low,Standard
78,55209,5.1,9,1.5,6,3,40,17,139831,56922,1,8,4,5,7,4,8,3,10,5,7,Male,Tier 1,Store,196753,60+,Low,Premium
50,108590,10.3,3,2.5,1,9,43,12,149808,67400,9,6,7,5,9,10,10,6,5,2,7,Male,Tier 2,Store,217208,46-60,Medium,Premium
73,101612,7.5,7,2.3,10,7,11,16,84661,30664,4,4,5,6,9,7,9,7,5,8,4,Other,Tier 1,Store,115325,60+,Medium,Value
20,95522,5.8,6,3.2,9,4,10,3,114369,130207,6,9,5,5,2,5,3,2,10,3,3,Other,Tier 1,Store,244576,18-30,Medium,Premium
71,126654,6.9,2,0.9,6,10,19,17,28721,138591,1,5,3,5,10,2,8,5,2,9,9,Male,Tier 1,Store,167312,60+,Medium,Standard
36,160512,7.8,5,1.0,10,1,49,9,26663,28414,10,3,3,1,4,3,5,8,9,8,3,Male,Tier 2,Store,55077,31-45,High,Value
40,134107,6.6,3,2.2,6,4,38,9,136230,145659,2,2,7,3,4,8,10,5,6,8,10,Female,Tier 3,Store,281889,31-45,High,Premium
46,154032,3.9,11,1.4,1,10,32,4,133060,130900,2,0,6,1,4,2,2,5,5,10,7,Female,Tier 3,Store,263960,46-60,High,Premium
47,37462,5.7,5,3.8,7,6,6,0,117344,144920,6,6,1,3,4,6,10,5,3,1,9,Male,Tier 3,Store,262264,46-60,Low,Premium
56,32821,4.0,14,1.2,3,8,0,13,77517,65460,1,2,6,1,7,3,2,10,9,2,2,Female,Tier 3,Store,142977,46-60,Low,Standard
61,203844,5.3,11,5.6,1,9,13,9,40799,14977,4,0,3,6,8,6,9,3,10,1,3,Other,Tier 2,Online,55776,60+,Ultra High,Value
64,173330,5.7,9,2.3,9,4,44,4,63260,42523,1,7,5,6,8,6,8,8,2,6,7,Female,Tier 1,Store,105783,60+,High,Value
42,107889,8.1,14,2.7,8,6,20,8,97801,3851,10,6,2,6,8,6,9,8,3,3,3,Other,Tier 3,Online,101652,31-45,Medium,Value
54,103952,4.4,8,3.0,4,2,44,16,36440,109315,2,1,2,7,10,5,8,8,6,10,8,Female,Tier 2,Store,145755,46-60,Medium,Standard
64,208596,4.3,9,2.4,3,2,48,18,27330,100909,4,8,5,10,3,10,7,4,2,5,2,Male,Tier 3,Store,128239,60+,Ultra High,Standard
25,168187,4.6,9,4.0,2,6,7,4,34405,21205,9,8,2,1,4,4,8,1,9,1,6,Other,Tier 2,Hybrid,55610,18-30,High,Value
59,133066,4.8,11,2.7,2,9,16,0,87886,43668,1,0,3,10,2,1,3,9,1,9,8,Female,Tier 3,Store,131554,46-60,High,Standard
75,192505,5.4,8,1.8,3,3,44,6,19869,15851,9,7,1,10,7,9,2,10,8,6,1,Male,Tier 3,Store,35720,60+,Ultra High,Value
33,236576,6.7,14,0.7,1,4,48,0,83363,112318,8,2,5,8,2,4,8,5,4,6,1,Male,Tier 2,Store,195681,31-45,Ultra High,Premium
25,234339,4.4,8,3.0,10,9,14,9,112524,54479,4,3,4,4,8,1,3,9,8,9,1,Female,Tier 3,Store,167003,18-30,Ultra High,Standard
18,234393,6.2,11,3.7,7,9,1,2,74487,149759,1,4,4,9,2,4,3,10,4,2,2,Other,Tier 3,Store,224246,<18,Ultra High,Premium
61,94364,6.3,11,0.9,2,5,12,16,38524,28627,4,2,1,2,9,9,3,5,3,3,6,Female,Tier 1,Store,67151,60+,Medium,Value
22,85077,7.1,6,2.0,6,9,28,9,107144,57077,5,3,2,2,10,6,1,4,4,7,6,Female,Tier 1,Store,164221,18-30,Medium,Standard
20,55644,5.6,6,3.8,6,5,27,8,62680,38592,8,1,4,8,4,2,7,9,2,7,6,Male,Tier 3,Store,101272,18-30,Low,Value
18,77643,7.7,14,1.4,4,5,7,8,141143,119808,9,0,6,1,5,9,1,9,4,9,7,Other,Tier 1,Store,260951,<18,Medium,Premium
21,28311,6.7,6,1.4,4,7,34,10,114598,46936,10,2,4,4,7,6,8,7,7,6,3,Other,Tier 1,Store,161534,18-30,Low,Standard
57,144466,6.6,10,2.3,1,6,23,12,6977,15239,7,6,7,7,5,2,1,9,6,4,1,Male,Tier 1,Store,22216,46-60,High,Value
52,45531,4.9,6,4.2,6,10,6,8,65340,118446,5,7,5,4,3,6,1,10,4,8,9,Female,Tier 2,Store,183786,46-60,Low,Premium
49,29588,6.5,13,3.7,8,7,27,11,12910,61048,10,0,2,9,8,10,5,5,8,8,1,Other,Tier 1,Store,73958,46-60,Low,Value
59,64416,6.7,14,4.2,10,10,21,6,113770,59612,6,9,2,3,10,4,2,10,10,1,9,Female,Tier 1,Store,173382,46-60,Low,Standard
51,158452,4.8,11,1.2,4,2,25,2,55870,22358,8,2,1,5,1,4,1,3,6,6,2,Male,Tier 2,Store,78228,46-60,High,Value
60,188717,8.4,13,1.6,1,9,16,11,106184,145872,2,5,6,3,10,1,5,8,9,4,5,Other,Tier 3,Store,252056,46-60,High,Premium
42,163890,11.2,12,2.3,4,6,37,12,137843,113461,9,8,5,3,10,6,3,5,6,6,4,Female,Tier 1,Store,251304,31-45,High,Premium
27,176929,4.7,9,2.1,2,9,5,9,74522,30838,5,3,1,6,9,6,8,10,9,4,4,Other,Tier 1,Store,105360,18-30,High,Value
38,36711,5.1,10,1.5,4,1,10,5,49456,4361,10,6,3,6,8,10,4,7,8,10,5,Other,Tier 3,Hybrid,53817,31-45,Low,Value
63,151169,5.1,13,3.1,8,2,37,19,76798,55669,7,1,1,2,8,3,4,3,2,1,9,Female,Tier 3,Store,132467,60+,High,Standard
56,131348,3.4,1,0.4,3,7,1,4,114373,137642,2,1,3,5,10,2,5,2,1,8,5,Other,Tier 1,Store,252015,46-60,Medium,Premium
44,174465,4.2,10,2.7,5,2,31,12,69990,7039,10,6,2,7,5,9,7,3,3,10,8,Other,Tier 2,Online,77029,31-45,High,Value
44,37076,7.7,6,4.7,10,6,25,19,27653,55776,8,6,1,1,10,1,2,2,4,4,1,Female,Tier 1,Store,83429,31-45,Low,Value
19,99274,5.8,8,2.6,2,2,30,19,557,8788,10,9,6,3,5,5,4,8,2,7,7,Female,Tier 1,Store,9345,18-30,Medium,Value
58,72609,9.8,1,1.4,9,10,31,8,52172,3545,10,2,5,3,4,3,10,3,8,2,6,Male,Tier 1,Online,55717,46-60,Medium,Value
65,175389,5.4,11,0.8,3,5,34,8,116879,98242,2,0,6,7,1,3,3,7,7,3,10,Other,Tier 3,Store,215121,60+,High,Premium
30,73480,6.8,11,3.0,1,6,1,6,32482,146470,5,0,7,5,8,6,1,8,7,6,6,Male,Tier 2,Store,178952,18-30,Medium,Premium
26,22044,4.2,6,4.8,7,7,2,6,135086,91852,4,2,6,1,8,2,1,2,8,8,4,Male,Tier 1,Store,226938,18-30,Low,Premium
69,217105,5.8,9,2.8,5,1,32,0,53774,121579,6,7,4,6,4,2,7,1,3,5,2,Male,Tier 3,Store,175353,60+,Ultra High,Standard
53,70486,6.2,6,2.1,9,2,6,17,65722,134197,9,9,7,10,3,10,7,10,7,6,6,Other,Tier 2,Store,199919,46-60,Low,Premium
39,70162,1.8,14,1.5,3,2,20,11,40541,125511,7,8,5,7,8,1,5,7,7,10,4,Female,Tier 3,Store,166052,31-45,Low,Standard
59,225359,4.4,2,0.6,1,1,47,13,137790,116652,4,0,4,6,10,4,9,8,6,6,5,Male,Tier 2,Store,254442,46-60,Ultra High,Premium
43,44882,7.3,1,2.9,7,3,24,14,135609,43917,8,4,4,1,10,2,10,6,6,1,4,Other,Tier 2,Store,179526,31-45,Low,Premium
75,69078,7.2,4,0.4,8,6,15,2,25263,109915,9,6,1,6,7,3,2,10,8,1,5,Other,Tier 1,Store,135178,60+,Low,Standard
71,73734,3.5,6,3.7,2,9,22,2,3739,87997,5,7,5,7,9,2,9,6,10,6,4,Female,Tier 3,Store,91736,60+,Medium,Value
29,123730,5.3,10,3.3,2,3,16,18,73279,54247,9,1,2,7,3,2,8,10,6,8,3,Female,Tier 3,Store,127526,18-30,Medium,Standard
34,189898,1.3,10,2.2,9,3,32,8,89342,82922,7,4,5,4,4,1,4,1,2,2,4,Female,Tier 2,Store,172264,31-45,High,Standard
31,102985,6.0,9,3.3,4,2,17,17,135893,9809,8,7,4,1,9,4,4,8,6,1,3,Female,Tier 2,Store,145702,31-45,Medium,Standard
31,59028,8.5,5,2.7,1,2,38,0,15445,49370,5,5,2,4,1,1,10,2,2,7,7,Other,Tier 2,Store,64815,31-45,Low,Value
74,197403,8.6,7,3.3,9,7,22,16,64242,80377,1,7,2,2,4,9,2,7,9,3,4,Male,Tier 3,Store,144619,60+,Ultra High,Standard
51,113938,8.5,6,3.7,9,4,8,11,45741,147413,2,5,3,3,1,1,4,6,9,8,2,Other,Tier 2,Store,193154,46-60,Medium,Premium
70,133319,7.1,6,2.2,6,6,2,17,125846,112427,8,1,3,8,10,5,8,2,4,7,1,Other,Tier 3,Store,238273,60+,High,Premium
74,47543,8.3,9,0.8,6,8,47,1,59290,30693,2,6,6,5,4,5,5,5,8,6,9,Other,Tier 3,Online,89983,60+,Low,Value
37,139279,5.6,5,5.4,9,5,34,6,126095,50210,6,1,3,3,6,3,7,4,1,3,4,Other,Tier 3,Store,176305,31-45,High,Standard
28,44362,5.0,2,2.2,2,3,23,3,142943,21827,1,8,4,10,6,3,3,6,7,4,7,Other,Tier 2,Store,164770,18-30,Low,Standard
33,173387,8.3,8,1.9,9,2,5,3,39942,78342,5,1,6,1,9,9,9,7,1,5,3,Other,Tier 2,Store,118284,31-45,High,Value
68,173818,6.6,11,3.1,4,6,18,10,17602,51702,9,2,6,3,8,7,6,2,9,1,8,Male,Tier 3,Store,69304,60+,High,Value
48,156129,2.4,14,2.2,4,8,13,3,32280,103040,1,0,7,6,8,2,2,5,4,9,10,Other,Tier 1,Store,135320,46-60,High,Standard
72,57915,8.4,3,0.9,9,10,2,14,127575,120435,10,6,6,2,3,2,1,9,9,10,10,Female,Tier 1,Store,248010,60+,Low,Premium
23,167133,5.6,14,1.0,7,4,5,1,130509,148764,5,2,6,10,6,9,1,1,5,7,5,Female,Tier 1,Store,279273,18-30,High,Premium
73,66370,4.7,9,1.3,10,2,16,1,18659,147941,1,5,3,6,1,7,9,5,3,7,6,Female,Tier 1,Store,166600,60+,Low,Standard
36,180229,8.0,14,3.0,5,3,35,8,30771,102930,4,0,2,1,3,9,7,6,9,10,6,Other,Tier 2,Store,133701,31-45,High,Standard
54,126375,7.7,5,1.6,8,3,21,12,149212,83056,4,6,6,6,10,10,10,2,6,4,10,Male,Tier 2,Store,232268,46-60,Medium,Premium
75,157394,4.1,14,3.7,1,9,3,14,46690,129094,10,0,1,2,7,7,5,7,3,9,1,Female,Tier 2,Store,175784,60+,High,Standard
21,84812,5.7,1,2.3,7,10,9,18,15563,137734,4,0,5,2,9,4,6,2,10,8,4,Male,Tier 1,Store,153297,18-30,Medium,Standard
64,223914,4.2,4,2.4,4,4,31,6,73078,52866,7,1,6,3,2,3,4,2,7,9,3,Other,Tier 3,Store,125944,60+,Ultra High,Standard
78,49017,4.2,9,2.6,2,6,46,16,89836,37819,9,4,3,7,9,5,1,6,3,6,10,Female,Tier 1,Store,127655,60+,Low,Standard
21,71792,1.0,1,1.1,2,9,48,15,2748,127457,8,0,5,8,9,6,1,8,7,6,7,Female,Tier 2,Store,130205,18-30,Low,Standard
37,173814,4.0,8,4.2,9,10,48,3,146347,45355,5,9,6,7,10,6,7,1,10,9,9,Female,Tier 2,Hybrid,191702,31-45,High,Premium
27,243208,5.7,8,2.9,6,8,42,3,102897,1123,9,2,4,1,8,9,5,6,7,7,10,Female,Tier 2,Online,104020,18-30,Ultra High,Value
41,210880,1.0,9,2.3,4,9,3,7,54033,110117,9,6,6,8,1,9,7,9,2,5,9,Male,Tier 3,Store,164150,31-45,Ultra High,Standard
71,144198,3.3,9,1.8,2,6,12,19,112068,30704,6,2,6,6,2,3,10,6,9,4,9,Male,Tier 2,Store,142772,60+,High,Standard
52,32629,7.2,13,1.8,7,2,18,10,70972,15364,5,6,2,7,5,9,5,1,1,3,5,Female,Tier 1,Online,86336,46-60,Low,Value
43,143614,3.2,6,1.0,9,5,45,8,51319,72725,2,6,4,6,6,9,1,2,5,10,1,Female,Tier 2,Store,124044,31-45,High,Standard
54,154317,5.7,13,0.8,2,10,42,13,37502,128797,9,4,6,10,8,10,6,6,10,9,2,Female,Tier 1,Store,166299,46-60,High,Standard
55,111950,2.7,5,0.8,4,3,37,9,29648,81377,10,3,6,2,2,8,5,3,5,9,6,Other,Tier 2,Store,111025,46-60,Medium,Value
38,189942,6.8,12,3.9,1,3,47,15,10194,784,1,5,1,10,8,2,10,2,8,5,7,Female,Tier 1,Online,10978,31-45,High,Value
71,241706,5.3,12,1.5,1,10,25,13,17672,33639,8,9,6,9,3,3,8,5,2,6,8,Female,Tier 3,Store,51311,60+,Ultra High,Value
57,79829,4.2,14,1.1,3,1,29,19,67447,149497,3,4,4,3,9,2,4,7,3,7,7,Female,Tier 1,Store,216944,46-60,Medium,Premium
56,25588,1.0,14,4.2,1,4,42,9,88678,24199,5,4,3,5,6,3,7,2,9,10,5,Male,Tier 3,Store,112877,46-60,Low,Value
38,146514,4.2,7,2.6,4,7,30,18,24631,66756,5,6,2,6,3,4,7,1,4,1,8,Male,Tier 2,Store,91387,31-45,High,Value
27,120280,7.3,9,1.0,6,3,37,7,88791,100696,7,6,1,8,3,7,10,5,8,1,6,Other,Tier 1,Store,189487,18-30,Medium,Premium
55,249051,9.1,5,3.2,5,7,11,5,74794,93774,4,5,3,3,9,5,6,7,9,3,4,Male,Tier 1,Store,168568,46-60,Ultra High,Standard
63,223411,5.6,12,4.4,9,6,18,19,72652,103873,1,6,5,8,1,4,1,5,1,1,4,Male,Tier 1,Store,176525,60+,Ultra High,Standard
21,55721,5.8,3,3.4,2,1,22,0,104482,105513,1,9,5,2,9,6,5,8,9,3,10,Female,Tier 1,Store,209995,18-30,Low,Premium
77,183217,4.6,9,2.7,2,5,49,15,96079,22590,4,1,3,3,6,5,8,10,5,8,1,Female,Tier 1,Store,118669,60+,High,Value
74,25599,8.5,10,3.1,3,6,45,0,110871,87980,2,3,3,4,7,4,2,8,4,8,5,Female,Tier 3,Store,198851,60+,Low,Premium
62,87594,5.5,13,4.1,4,9,40,2,143849,83264,2,3,7,10,9,9,7,3,6,10,5,Male,Tier 3,Store,227113,60+,Medium,Premium
37,228814,7.8,1,4.7,9,10,9,7,137633,99218,2,5,5,2,8,10,2,5,7,1,7,Other,Tier 2,Store,236851,31-45,Ultra High,Premium
34,223502,6.5,14,1.3,6,6,14,7,131390,92434,4,2,1,2,9,1,9,3,3,3,7,Male,Tier 1,Store,223824,31-45,Ultra High,Premium
72,149011,6.2,1,2.5,9,8,49,1,95240,67219,1,1,6,10,8,10,5,10,8,2,5,Other,Tier 3,Store,162459,60+,High,Standard
24,37149,4.0,10,3.3,5,2,16,11,78847,135067,5,9,2,1,4,4,4,10,4,2,1,Female,Tier 2,Store,213914,18-30,Low,Premium
21,142616,9.6,14,2.7,9,1,12,15,123301,28896,8,5,5,1,9,2,10,3,9,2,4,Female,Tier 1,Store,152197,18-30,High,Standard
46,212639,8.9,11,3.2,9,1,23,10,101548,104698,2,6,7,9,1,4,4,9,2,10,6,Male,Tier 1,Store,206246,46-60,Ultra High,Premium
31,156280,10.5,12,5.4,1,7,15,16,116854,12076,1,5,5,3,8,3,7,4,2,5,2,Other,Tier 2,Online,128930,31-45,High,Standard
20,212170,3.8,4,2.2,9,8,38,13,56967,35233,5,5,2,1,9,3,4,1,10,4,10,Female,Tier 1,Store,92200,18-30,Ultra High,Value
41,124034,6.5,2,0.7,7,8,37,4,12569,24869,2,1,6,10,5,2,2,8,4,8,10,Female,Tier 1,Hybrid,37438,31-45,Medium,Value
54,195564,4.4,7,4.9,8,3,29,0,76394,8292,4,6,2,8,7,7,2,10,10,2,9,Other,Tier 2,Online,84686,46-60,Ultra High,Value
33,35951,6.9,2,4.8,3,5,44,7,109654,111983,4,3,3,9,5,9,5,2,8,6,9,Male,Tier 1,Store,221637,31-45,Low,Premium
75,194992,6.6,7,3.2,1,7,43,8,148875,68004,3,2,4,2,1,5,10,10,6,10,1,Other,Tier 3,Store,216879,60+,Ultra High,Premium
72,61766,5.2,8,1.9,4,9,14,1,109580,48345,6,4,6,4,4,5,4,7,1,6,1,Female,Tier 3,Store,157925,60+,Low,Standard
69,72014,5.5,12,3.6,1,5,3,12,39605,15262,2,9,6,9,1,5,10,10,5,8,3,Female,Tier 2,Store,54867,60+,Low,Value
21,174423,10.2,11,2.5,1,4,43,10,95614,59769,1,9,2,3,9,7,5,7,4,9,1,Other,Tier 2,Store,155383,18-30,High,Standard
73,230288,5.7,8,2.1,4,4,9,15,20927,116497,1,0,2,7,9,6,9,10,3,7,6,Female,Tier 3,Store,137424,60+,Ultra High,Standard
79,195458,1.6,3,1.6,8,6,39,3,10954,123871,7,9,4,7,3,9,1,8,9,7,4,Male,Tier 3,Store,134825,60+,Ultra High,Standard
41,102122,4.9,9,2.5,1,9,45,6,39216,90550,10,3,4,5,7,10,7,8,10,9,8,Other,Tier 1,Store,129766,31-45,Medium,Standard
51,24308,3.8,10,3.2,10,1,45,16,114272,113577,5,7,4,5,8,4,9,7,4,9,8,Male,Tier 3,Store,227849,46-60,Low,Premium
47,74252,4.2,10,2.7,10,1,31,6,20547,110269,5,5,3,6,8,2,4,3,1,4,7,Female,Tier 2,Store,130816,46-60,Medium,Standard
35,221217,7.4,10,3.6,9,1,20,1,6229,58124,9,3,1,1,7,3,7,6,3,10,7,Male,Tier 1,Store,64353,31-45,Ultra High,Value
36,241103,7.8,6,2.2,6,4,28,17,127991,102255,7,8,5,9,4,5,9,1,3,9,2,Male,Tier 1,Store,230246,31-45,Ultra High,Premium
48,98211,4.3,4,2.0,5,4,29,8,6174,75890,9,1,5,2,1,2,5,2,6,4,8,Male,Tier 3,Store,82064,46-60,Medium,Value
77,174136,4.9,8,3.0,9,8,6,8,23389,101404,5,9,1,10,2,5,4,7,6,1,8,Female,Tier 1,Store,124793,60+,High,Standard
77,199951,4.6,4,2.6,9,5,41,10,90938,40226,9,4,1,4,6,3,9,4,1,10,8,Other,Tier 3,Store,131164,60+,Ultra High,Standard
36,141534,9.0,4,4.4,9,10,28,3,71774,27875,6,9,4,4,10,6,9,10,5,9,2,Other,Tier 2,Hybrid,99649,31-45,High,Value
66,23720,7.8,11,2.0,3,4,9,3,39253,110137,1,1,4,2,8,2,7,1,5,3,10,Other,Tier 1,Store,149390,60+,Low,Standard
63,141204,7.4,8,1.8,8,8,49,4,101467,65975,8,7,6,1,2,1,10,7,5,9,9,Other,Tier 1,Store,167442,60+,High,Standard
36,189012,3.9,4,2.3,10,7,21,16,33059,22070,8,8,4,2,1,8,2,10,10,3,1,Male,Tier 2,Store,55129,31-45,High,Value
39,94993,2.6,1,2.0,4,6,16,4,82904,63103,7,1,3,4,10,2,1,2,1,7,10,Male,Tier 1,Store,146007,31-45,Medium,Standard
41,214547,8.5,6,1.7,4,2,17,3,64939,129268,5,6,1,4,3,10,9,5,10,1,8,Other,Tier 1,Store,194207,31-45,Ultra High,Premium
62,62113,9.8,12,0.4,7,5,45,2,131564,23745,6,9,1,8,1,1,8,3,9,4,10,Female,Tier 1,Online,155309,60+,Low,Standard
29,63926,2.5,8,1.0,8,2,4,0,41846,88399,5,6,3,1,2,10,5,3,8,4,5,Other,Tier 3,Store,130245,18-30,Low,Standard
47,184275,10.5,14,2.3,4,6,38,19,42422,129115,1,2,1,1,9,5,5,2,6,8,4,Other,Tier 1,Store,171537,46-60,High,Standard
75,234973,5.8,14,0.8,10,9,16,2,63152,23669,2,4,6,4,5,10,4,8,6,1,3,Other,Tier 3,Online,86821,60+,Ultra High,Value
55,151464,6.3,3,3.2,6,9,33,7,52111,124655,6,8,4,3,9,7,8,4,2,9,4,Female,Tier 2,Store,176766,46-60,High,Standard
70,40905,3.4,2,3.0,1,6,3,5,142402,143993,7,2,4,7,9,8,8,8,7,1,1,Male,Tier 2,Store,286395,60+,Low,Premium
48,219580,2.5,6,1.6,2,4,40,1,11618,14615,1,2,7,3,7,5,4,1,10,4,1,Male,Tier 1,Online,26233,46-60,Ultra High,Value
53,65385,1.5,1,2.4,5,10,7,0,121187,1141,10,1,6,8,9,4,7,4,10,6,2,Female,Tier 2,Online,122328,46-60,Low,Standard
36,45653,8.1,11,2.3,4,9,25,19,140803,125938,8,0,4,1,2,1,5,8,10,7,9,Female,Tier 1,Store,266741,31-45,Low,Premium
65,106865,5.8,5,0.2,3,5,24,3,14853,69558,6,8,4,3,10,4,10,9,7,5,8,Female,Tier 1,Store,84411,60+,Medium,Value
62,230792,6.9,6,3.1,6,8,35,8,131281,81610,5,5,6,3,7,4,9,8,4,6,1,Other,Tier 1,Store,212891,60+,Ultra High,Premium
53,140813,8.3,8,1.7,10,9,42,11,10784,18279,10,7,7,9,9,4,9,6,4,6,4,Female,Tier 3,Online,29063,46-60,High,Value
47,160871,5.8,7,1.2,6,5,38,18,32279,89893,3,4,4,8,5,7,9,4,6,9,6,Other,Tier 3,Store,122172,46-60,High,Value
72,206175,9.4,6,3.4,10,6,10,13,133526,130298,5,0,2,7,9,9,7,9,7,9,5,Female,Tier 3,Store,263824,60+,Ultra High,Premium
66,30052,4.3,2,2.8,8,4,2,17,56242,149303,5,2,4,8,8,5,4,4,9,6,4,Female,Tier 3,Store,205545,60+,Low,Premium
72,152116,5.2,12,3.7,2,1,43,16,88780,145649,9,5,7,7,7,9,3,8,6,10,2,Other,Tier 1,Store,234429,60+,High,Premium
50,165943,4.2,8,2.3,7,1,39,17,104612,121666,9,9,2,5,10,3,6,2,7,8,3,Male,Tier 1,Store,226278,46-60,High,Premium
35,235375,7.7,8,2.8,7,5,27,16,121337,5770,8,7,6,1,10,3,5,3,8,1,8,Male,Tier 1,Online,127107,31-45,Ultra High,Standard
69,166306,8.2,11,3.5,2,3,38,8,51468,71643,7,0,3,7,8,1,2,8,3,1,8,Male,Tier 2,Store,123111,60+,High,Standard
66,36381,5.1,5,4.7,6,7,24,11,103825,46811,7,4,3,6,2,7,7,4,4,10,8,Male,Tier 3,Store,150636,60+,Low,Standard
76,163346,3.2,3,2.1,5,4,21,18,93710,110373,6,6,2,4,9,7,10,8,5,7,10,Other,Tier 2,Store,204083,60+,High,Premium
45,233912,8.5,12,2.8,2,4,12,14,20011,80069,5,7,6,6,4,6,5,5,1,3,6,Male,Tier 3,Store,100080,31-45,Ultra High,Value
76,98108,4.2,11,3.2,9,4,3,17,146245,79345,3,9,1,10,1,9,4,5,1,2,6,Other,Tier 2,Store,225590,60+,Medium,Premium
64,64892,5.2,8,3.2,8,6,27,16,5886,55372,4,0,4,8,4,10,5,3,1,4,6,Female,Tier 3,Store,61258,60+,Low,Value
28,196593,3.9,5,1.8,7,9,18,13,29961,54819,6,1,5,4,4,4,2,10,4,8,4,Female,Tier 1,Store,84780,18-30,Ultra High,Value
74,106501,6.6,3,2.4,6,9,2,9,45200,54018,7,8,6,8,4,9,9,8,7,4,9,Other,Tier 2,Store,99218,60+,Medium,Value
77,229992,4.5,9,3.2,5,5,26,19,63562,98169,2,7,1,8,6,2,8,10,8,2,8,Other,Tier 3,Store,161731,60+,Ultra High,Standard
71,98391,7.4,9,2.7,9,8,10,1,7339,34350,3,8,1,9,1,6,3,4,4,2,7,Other,Tier 1,Store,41689,60+,Medium,Value
62,32920,4.9,12,5.0,5,4,5,15,15265,109276,7,5,5,4,3,2,9,6,7,5,7,Other,Tier 3,Store,124541,60+,Low,Standard
50,31702,7.1,7,2.1,6,8,47,5,55499,23999,10,6,5,3,10,3,2,3,6,4,1,Other,Tier 3,Online,79498,46-60,Low,Value
34,249529,4.2,13,1.5,3,10,30,4,133900,33677,7,8,4,2,8,8,2,8,1,5,5,Male,Tier 1,Store,167577,31-45,Ultra High,Standard
23,16894,8.5,8,3.1,9,9,28,0,6115,126362,8,2,6,5,9,1,5,2,6,8,1,Other,Tier 3,Store,132477,18-30,Low,Standard
21,45985,5.0,13,1.3,8,8,7,6,88057,25403,9,5,2,1,8,9,6,6,8,4,2,Other,Tier 2,Store,113460,18-30,Low,Value
37,174359,6.2,5,1.9,9,8,10,6,48928,1678,9,7,6,8,1,7,4,8,2,10,4,Other,Tier 3,Online,50606,31-45,High,Value
65,140702,3.6,5,2.6,1,9,8,12,84746,40654,1,8,7,8,6,9,7,10,6,10,2,Female,Tier 2,Store,125400,60+,High,Standard
64,88527,6.0,5,2.5,1,10,30,4,56340,135270,1,1,4,7,5,3,7,2,6,8,5,Male,Tier 2,Store,191610,60+,Medium,Premium
44,161511,3.7,2,2.4,2,8,0,19,48702,23966,6,6,4,6,7,10,10,5,8,7,7,Male,Tier 1,Store,72668,31-45,High,Value
32,143676,5.9,3,1.8,4,4,6,17,42669,85916,1,8,7,4,9,10,1,1,7,10,10,Other,Tier 2,Store,128585,31-45,High,Standard
23,240692,4.1,8,3.0,10,5,9,7,16246,53424,9,7,4,4,4,5,8,8,3,10,9,Other,Tier 3,Store,69670,18-30,Ultra High,Value
64,57235,5.7,14,5.3,5,10,8,14,102434,56083,1,6,6,4,10,4,8,8,8,1,9,Other,Tier 1,Store,158517,60+,Low,Standard
31,173731,6.9,13,3.6,7,6,12,15,92657,104145,5,4,4,3,10,9,6,10,1,7,1,Male,Tier 1,Store,196802,31-45,High,Premium
77,39976,3.3,6,0.1,4,5,26,8,132687,115438,1,2,1,2,8,3,7,7,9,2,3,Female,Tier 3,Store,248125,60+,Low,Premium
28,97643,5.9,9,2.0,1,9,17,15,75683,54629,5,0,1,3,1,10,10,2,4,10,8,Male,Tier 2,Store,130312,18-30,Medium,Standard
56,213937,6.8,7,3.2,8,2,15,5,5475,6264,4,0,2,6,6,9,2,2,6,10,5,Other,Tier 1,Online,11739,46-60,Ultra High,Value
26,122631,6.8,14,0.6,3,6,3,10,58530,112213,6,5,5,3,7,2,3,1,10,2,7,Female,Tier 1,Store,170743,18-30,Medium,Standard
43,214378,9.8,6,0.0,9,10,29,12,19207,144091,8,7,3,4,10,4,7,8,7,4,3,Male,Tier 2,Store,163298,31-45,Ultra High,Standard
33,71697,4.5,11,1.6,2,2,37,1,130475,44383,9,6,2,6,9,8,9,10,1,5,6,Female,Tier 1,Store,174858,31-45,Low,Standard
22,85382,6.0,14,1.4,1,8,19,16,3909,32275,5,7,6,8,2,8,6,4,8,2,9,Male,Tier 1,Store,36184,18-30,Medium,Value
